_time,Servidor,vd,type,subtype,accion,devname,eventtime,level,logdesc,msg,reason,remip,tunneltype,user
Tue Aug 24 16:52:11 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629834728848439507,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,186.179.100.34,ssl-web,erika
Tue Aug 24 16:52:00 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629834719782623502,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,117.123.165.149,ssl-web,erika
Tue Aug 24 16:51:18 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629834648,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,177.125.47.115,ssl-web,erika
Tue Aug 24 16:51:18 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629834648,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,88.201.76.84,ssl-web,erika
Tue Aug 24 16:50:52 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629834649,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,121.6.47.219,ssl-web,erika
Tue Aug 24 16:50:07 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629834600,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,123.20.112.180,ssl-web,erika
Tue Aug 24 16:49:53 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629834591752405890,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,177.99.225.29,ssl-web,erika
Tue Aug 24 16:47:03 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629834393,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,107.152.46.102,ssl-web,publico
Tue Aug 24 16:46:12 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629834370929430075,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,45.232.229.41,ssl-web,publico
Tue Aug 24 16:45:15 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629834313,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,60.52.146.129,ssl-web,publico
Tue Aug 24 16:42:22 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629834141,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,190.89.245.199,ssl-web,publico
Tue Aug 24 16:42:19 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629834132,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,154.192.215.177,ssl-web,publico
Tue Aug 24 16:42:16 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629834133909136545,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.97.30.159,ssl-web,publico
Tue Aug 24 16:42:02 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629834068,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.188.202.123,ssl-web,publico
Tue Aug 24 16:41:17 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629834076004762856,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,36.156.102.124,ssl-web,publico
Tue Aug 24 16:40:50 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629834049018399996,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,192.140.145.83,ssl-web,publico
Tue Aug 24 16:40:17 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629833987,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,162.194.136.184,ssl-web,publico
Tue Aug 24 16:39:50 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629833988,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,117.254.86.170,ssl-web,publico
Tue Aug 24 16:39:44 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629833955,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,37.29.106.178,ssl-web,publico
Tue Aug 24 16:39:04 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629833940,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,37.230.74.155,ssl-web,publico
Tue Aug 24 16:38:20 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629833897764045339,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.187.59.177,ssl-web,publico
Tue Aug 24 16:35:25 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629833696,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.8.137.185,ssl-web,ventasz
Tue Aug 24 16:35:24 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629833722497338004,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,191.102.64.210,ssl-web,ventasz
Tue Aug 24 16:34:08 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629833645,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.90.1.219,ssl-web,ventasz
Tue Aug 24 16:31:53 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629833510850763315,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.160.26.6,ssl-web,ventasz
Tue Aug 24 16:31:46 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629833505,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,123.21.9.125,ssl-web,ventasz
Tue Aug 24 16:31:27 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629833483,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,93.157.156.101,ssl-web,ventasz
Tue Aug 24 16:31:13 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629833471791533165,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,63.143.98.57,ssl-web,ventasz
Tue Aug 24 16:30:58 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629833409,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,181.176.150.155,ssl-web,ventasz
Tue Aug 24 16:30:21 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629833420114534116,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,41.210.0.220,ssl-web,ventasz
Tue Aug 24 16:29:35 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629833346,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.35.172.236,ssl-web,ventasz
Tue Aug 24 16:29:09 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629833346,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,60.13.195.22,ssl-web,ventasz
Tue Aug 24 16:28:59 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629833310,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.17.50.118,ssl-web,ventasz
Tue Aug 24 16:28:23 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629833298,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,45.4.200.33,ssl-web,ventasz
Tue Aug 24 16:27:47 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629833265303735516,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,60.12.84.190,ssl-web,ventasz
Tue Aug 24 16:24:54 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629833065,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.236.48.231,ssl-web,balcao
Tue Aug 24 16:24:49 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629833086861753187,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,119.234.132.216,ssl-web,balcao
Tue Aug 24 16:23:34 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629833010,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,24.213.56.12,ssl-web,balcao
Tue Aug 24 16:21:11 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629832869,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,113.234.148.14,ssl-web,balcao
Tue Aug 24 16:21:01 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629832857,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.100.219.65,ssl-web,balcao
Tue Aug 24 16:20:56 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629832855590507202,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.26.184,ssl-web,balcao
Tue Aug 24 16:20:41 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629832789,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,186.96.121.85,ssl-web,balcao
Tue Aug 24 16:20:06 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629832804072708281,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.191.231,ssl-web,balcao
Tue Aug 24 16:19:51 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629832790994932231,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,122.3.17.203,ssl-web,balcao
Tue Aug 24 16:19:39 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629832748,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,87.251.246.105,ssl-web,balcao
Tue Aug 24 16:19:29 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629832741,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,166.142.243.191,ssl-web,balcao
Tue Aug 24 16:18:39 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629832716,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,189.114.140.70,ssl-web,balcao
Tue Aug 24 16:17:53 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629832670,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,213.126.45.53,ssl-web,balcao
Tue Aug 24 16:17:16 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629832632470593217,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,110.169.33.40,ssl-web,balcao
Tue Aug 24 16:14:23 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629832433,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.169.171.168,ssl-web,produccion
Tue Aug 24 16:14:21 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629832458069867577,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,121.185.247.106,ssl-web,produccion
Tue Aug 24 16:13:05 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629832384,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,123.114.204.121,ssl-web,produccion
Tue Aug 24 16:10:40 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629832238,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,110.39.194.218,ssl-web,produccion
Tue Aug 24 16:10:32 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629832230519304936,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.218.147.169,ssl-web,produccion
Tue Aug 24 16:10:30 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629832227,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,113.161.45.25,ssl-web,produccion
Tue Aug 24 16:10:10 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629832160,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,183.61.251.248,ssl-web,produccion
Tue Aug 24 16:09:35 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629832173596958379,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.90.74.127,ssl-web,produccion
Tue Aug 24 16:09:16 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629832155115407986,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,211.197.216.239,ssl-web,produccion
Tue Aug 24 16:08:43 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629832094,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.226.240.230,ssl-web,produccion
Tue Aug 24 16:08:16 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629832095,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.178.52.113,ssl-web,produccion
Tue Aug 24 16:08:09 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629832060,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,138.99.7.126,ssl-web,produccion
Tue Aug 24 16:07:30 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629832047,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,113.173.34.239,ssl-web,produccion
Tue Aug 24 16:06:47 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629832004664160340,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,103.117.120.192,ssl-web,produccion
Tue Aug 24 16:05:56 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629831954461178077,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,61.155.62.142,ssl-web,produccion
Tue Aug 24 16:03:51 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629831800,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,194.186.245.251,ssl-web,mantenimiento
Tue Aug 24 16:03:50 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629831828920171368,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,45.168.31.190,ssl-web,mantenimiento
Tue Aug 24 16:03:04 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629831782,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,113.173.184.143,ssl-web,mantenimiento
Tue Aug 24 16:00:10 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629831608163011749,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.188.34.227,ssl-web,mantenimiento
Tue Aug 24 16:00:06 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629831605,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,177.135.103.54,ssl-web,mantenimiento
Tue Aug 24 15:59:56 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629831591,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,37.136.132.194,ssl-web,mantenimiento
Tue Aug 24 15:59:56 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629831595342648966,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,193.248.172.203,ssl-web,mantenimiento
Tue Aug 24 15:59:31 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629831517,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.18.50.197,ssl-web,mantenimiento
Tue Aug 24 15:58:56 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629831534322531023,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.122.66.11,ssl-web,mantenimiento
Tue Aug 24 15:58:17 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629831468,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,123.21.20.201,ssl-web,mantenimiento
Tue Aug 24 15:57:59 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629831450,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,64.251.75.115,ssl-web,mantenimiento
Tue Aug 24 15:57:31 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629831449,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.90.110.125,ssl-web,mantenimiento
Tue Aug 24 15:56:44 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629831402,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,187.103.206.41,ssl-web,mantenimiento
Tue Aug 24 15:56:05 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629831362165187914,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,139.198.16.118,ssl-web,mantenimiento
Tue Aug 24 15:55:14 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629831308327469482,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,41.218.192.208,ssl-web,mantenimiento
Tue Aug 24 15:53:35 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629831212291974137,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.100.123.51,ssl-web,rrhh
Tue Aug 24 15:53:05 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629831155,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,204.209.176.74,ssl-web,rrhh
Tue Aug 24 15:51:44 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629831101,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,200.222.85.122,ssl-web,rrhh
Tue Aug 24 15:49:15 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629830953,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,113.172.110.21,ssl-web,rrhh
Tue Aug 24 15:49:03 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629830941,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,156.241.255.98,ssl-web,rrhh
Tue Aug 24 15:48:56 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629830933828560386,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,81.250.192.87,ssl-web,rrhh
Tue Aug 24 15:48:42 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629830869,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,112.30.60.13,ssl-web,rrhh
Tue Aug 24 15:48:04 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629830882581896476,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,156.204.121.22,ssl-web,rrhh
Tue Aug 24 15:47:55 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629830873001532049,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,116.107.232.70,ssl-web,rrhh
Tue Aug 24 15:47:12 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629830803,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,103.133.59.54,ssl-web,rrhh
Tue Aug 24 15:46:55 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629830813,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,41.210.28.121,ssl-web,rrhh
Tue Aug 24 15:46:44 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629830776,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,93.105.72.86,ssl-web,rrhh
Tue Aug 24 15:46:03 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629830760,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,220.178.107.242,ssl-web,rrhh
Tue Aug 24 15:45:26 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629830725185020144,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,220.66.155.2,ssl-web,rrhh
Tue Aug 24 15:44:21 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629830659796832219,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.100.221.118,ssl-web,rrhh
Tue Aug 24 15:42:13 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629830531246603208,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,182.72.186.230,ssl-web,remotos
Tue Aug 24 15:42:12 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629830503,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,144.91.80.149,ssl-web,remotos
Tue Aug 24 15:40:55 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629830453,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,109.151.93.166,ssl-web,remotos
Tue Aug 24 15:38:37 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629830316,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,80.222.53.73,ssl-web,remotos
Tue Aug 24 15:38:25 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629830254,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,37.110.12.91,ssl-web,remotos
Tue Aug 24 15:38:25 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629830301,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.96.101.152,ssl-web,remotos
Tue Aug 24 15:38:24 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629830303050729345,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,119.96.216.164,ssl-web,remotos
Tue Aug 24 15:37:24 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629830242400390962,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,82.146.23.127,ssl-web,remotos
Tue Aug 24 15:37:05 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629830224939870104,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,125.24.122.164,ssl-web,remotos
Tue Aug 24 15:36:34 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629830165,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,123.16.132.249,ssl-web,remotos
Tue Aug 24 15:36:04 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629830162,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,70.163.123.112,ssl-web,remotos
Tue Aug 24 15:35:56 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629830126,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,82.96.56.196,ssl-web,remotos
Tue Aug 24 15:35:24 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629830120,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,117.65.81.150,ssl-web,remotos
Tue Aug 24 15:34:46 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629830082817717796,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,73.126.106.100,ssl-web,remotos
Tue Aug 24 15:33:51 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629830030913297353,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,85.175.226.211,ssl-web,remotos
Tue Aug 24 15:31:36 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629829866,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.191.204,ssl-web,desenvolvimento
Tue Aug 24 15:31:33 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629829891728848065,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,187.189.52.26,ssl-web,desenvolvimento
Tue Aug 24 15:30:17 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629829815,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,178.68.68.174,ssl-web,desenvolvimento
Tue Aug 24 15:27:52 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629829671,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,41.218.193.85,ssl-web,desenvolvimento
Tue Aug 24 15:27:46 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629829660,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,124.121.1.148,ssl-web,desenvolvimento
Tue Aug 24 15:27:40 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629829659071554548,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,119.30.106.251,ssl-web,desenvolvimento
Tue Aug 24 15:27:33 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629829598,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,115.221.130.118,ssl-web,desenvolvimento
